P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,ERRORS,STIMULI,POOL,SCORE,NUM_L,NUM_R,NUM_X,PROP_L,PROP_R,PROP_X,HAS_X
p1_042,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,X,L,R,R,1,1,prolific1,2431.91517982018,9,0,0,1.0,0.0,0.0,0
p1_043,3,L,a,L,L,R,L,L,R,R,R,R,,,,,,,L1,L1,R1,R1,0,4,prolific1,2452.284126984127,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p1_043,2,R,m,,,,,,,L,L,X,X,X,X,X,X,R,L,L,R,R,0,1,prolific1,2476.179973544973,2,1,6,0.2222222222222222,0.1111111111111111,0.6666666666666666,1
p1_043,3,C,f,,,,X,X,X,X,X,R,R,R,R,,,,L1,L2,R1,R1,0,2,prolific1,2483.751111111111,0,4,5,0.0,0.4444444444444444,0.5555555555555556,1
p1_043,2,C,b,,,,X,X,X,X,R,R,R,R,R,,,,L,L,R,R,0,3,prolific1,2477.1562578162584,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p1_044,2,R,f,,,,,,,L,L,L,L,L,L,L,L,R,L,L,R,R,0,3,prolific1,2419.0549019499017,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p1_044,3,L,b,L,L,L,L,L,L,L,L,R,,,,,,,L1,L1,R1,R1,0,4,prolific1,2524.8004761904763,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p1_044,2,C,m,,,,L,L,L,L,R,R,R,R,R,,,,L,L,R,R,0,1,prolific1,2478.8433140933143,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p1_044,3,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,2,prolific1,2558.988888888889,0,9,0,0.0,1.0,0.0,0
p1_046,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific1,2477.903201705702,0,9,0,0.0,1.0,0.0,0
p1_046,2,R,m,,,,,,,L,L,L,X,X,X,X,R,R,L,L,R,R,0,1,prolific1,2467.691560846561,3,2,4,0.3333333333333333,0.2222222222222222,0.4444444444444444,1
p1_046,3,C,f,,,,X,X,X,X,X,X,X,X,X,,,,L1,L1,R3,R3,0,2,prolific1,2506.0111111111114,0,0,9,0.0,0.0,1.0,1
p1_046,3,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,3,prolific1,2562.811111111111,9,0,0,1.0,0.0,0.0,0
p1_047,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific1,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p1_047,3,C,b,,,,L,L,L,L,R,R,R,R,R,,,,L1,L1,R1,R1,0,2,prolific1,2489.105555555556,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p1_047,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,X,1,4,prolific1,2506.9316022866024,0,9,0,0.0,1.0,0.0,0
p1_047,3,R,m,,,,,,,L,X,X,X,X,X,X,X,R,L3,L1,R1,R1,0,1,prolific1,2492.288888888889,1,1,7,0.1111111111111111,0.1111111111111111,0.7777777777777778,1
p1_048,2,C,a,,,,L,L,L,L,L,R,L,R,R,,,,L,L,R,R,0,3,prolific1,2466.888999519,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
p1_048,3,R,f,,,,,,,X,X,X,X,R,X,R,X,X,L1,L1,R1,R1,0,2,prolific1,2481.6000000000004,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p1_048,3,L,m,X,X,X,X,X,X,X,R,R,,,,,,,L2,L1,R1,R1,0,4,prolific1,2472.0000000000005,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p1_048,2,L,b,L,L,L,L,L,L,L,L,X,,,,,,,L,L,R,R,0,1,prolific1,2542.2136204536205,8,0,1,0.8888888888888888,0.0,0.1111111111111111,1
p1_049,2,L,a,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific1,2506.088888888889,0,0,9,0.0,0.0,1.0,1
p1_049,2,C,f,,,,X,X,X,X,X,R,R,R,R,,,,L,L,R,R,0,2,prolific1,2481.775945165946,0,4,5,0.0,0.4444444444444444,0.5555555555555556,1
p1_049,3,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L1,L2,R1,X1,1,4,prolific1,2507.955555555556,0,9,0,0.0,1.0,0.0,0
p1_049,3,C,m,,,,L,L,L,L,R,L,L,L,L,,,,L1,L1,R1,R1,0,1,prolific1,2449.058888888889,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p1_050,2,R,m,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,0,3,prolific1,2470.60355940356,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p1_050,3,L,a,L,L,L,L,L,L,R,L,L,,,,,,,L1,L1,R1,R1,0,1,prolific1,2519.388068783069,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p1_050,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific1,2477.903201705702,0,9,0,0.0,1.0,0.0,0
p1_050,3,C,f,,,,L,L,L,L,L,R,R,R,R,,,,L1,L1,R1,R1,0,2,prolific1,2484.066507936508,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p1_051,3,C,a,,,,L,L,L,L,L,L,X,X,X,,,,X1,L1,R1,R1,1,1,prolific1,2420.122936507936,6,0,3,0.6666666666666666,0.0,0.3333333333333333,1
p1_051,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific1,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p1_051,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific1,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p1_051,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R1,0,4,prolific1,2558.988888888889,9,0,0,1.0,0.0,0.0,0
p1_052,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific1,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p1_052,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific1,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p1_052,3,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,4,prolific1,2558.988888888889,0,9,0,0.0,1.0,0.0,0
p1_052,3,C,b,,,,L,L,L,L,R,R,R,R,R,,,,L1,L1,R1,R1,0,3,prolific1,2484.066507936508,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p1_053,3,R,a,,,,,,,L,L,L,X,X,X,R,R,R,L1,L1,R2,R1,0,1,prolific1,2479.8833333333337,3,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
p1_053,2,R,f,,,,,,,L,L,L,L,L,L,L,L,R,L,L,R,R,0,3,prolific1,2419.0549019499017,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p1_053,2,C,m,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific1,2477.903201705702,0,9,0,0.0,1.0,0.0,0
p1_053,3,L,b,L,L,L,L,R,R,R,R,R,,,,,,,L1,L1,R1,R1,0,2,prolific1,2475.5974603174604,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p1_055,3,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,4,prolific1,2558.988888888889,0,9,0,0.0,1.0,0.0,0
p1_055,2,C,f,,,,L,L,L,L,L,L,R,R,R,,,,L,L,R,R,0,1,prolific1,2478.372332852333,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
p1_055,2,L,a,L,L,L,L,L,R,R,R,R,,,,,,,L,L,R,R,0,2,prolific1,2487.083068783069,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p1_055,3,C,m,,,,L,L,L,L,L,L,L,L,L,,,,L1,L1,R1,R1,0,3,prolific1,2482.5411688311688,9,0,0,1.0,0.0,0.0,0
p1_056,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific1,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p1_056,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R1,R3,0,2,prolific1,2554.645555555556,9,0,0,1.0,0.0,0.0,0
p1_056,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,X,1,4,prolific1,2506.9316022866024,0,9,0,0.0,1.0,0.0,0
p1_056,3,C,a,,,,L,R,R,R,R,R,R,R,R,,,,L3,L2,R1,R1,0,1,prolific1,2473.0566666666664,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p1_057,2,C,a,,,,L,L,L,L,L,L,R,R,R,,,,L,L,R,R,0,1,prolific1,2478.372332852333,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
p1_057,2,L,b,X,X,L,X,X,X,X,R,R,,,,,,,L,L,R,R,0,2,prolific1,2462.427751322752,1,2,6,0.1111111111111111,0.2222222222222222,0.6666666666666666,1
p1_057,3,R,f,,,,,,,L,L,L,L,L,L,L,L,L,L1,L1,L3,L3,2,3,prolific1,2334.568121693122,9,0,0,1.0,0.0,0.0,0
p1_057,3,L,m,L,L,R,R,R,R,R,R,R,,,,,,,L1,L1,R1,R1,0,4,prolific1,2458.616666666667,2,7,0,0.2222222222222222,0.7777777777777778,0.0,0
p1_058,3,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L1,L1,R1,R1,0,1,prolific1,2482.226825396825,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p1_058,3,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,4,prolific1,2558.988888888889,0,9,0,0.0,1.0,0.0,0
p1_058,2,R,a,,,,,,,X,X,X,X,X,X,R,R,R,L,L,R,R,0,2,prolific1,2517.6903968253973,0,3,6,0.0,0.3333333333333333,0.6666666666666666,1
p1_058,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific1,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p1_059,2,C,m,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,3,prolific1,2492.815052910053,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p1_059,3,L,b,L,L,L,L,L,X,X,X,X,,,,,,,L1,L1,R1,R1,0,1,prolific1,2530.1444444444446,5,0,4,0.5555555555555556,0.0,0.4444444444444444,1
p1_059,3,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,X1,X1,2,2,prolific1,2470.0777777777776,0,9,0,0.0,1.0,0.0,0
p1_059,2,R,f,,,,,,,L,L,L,L,L,L,R,L,R,L,L,R,R,0,4,prolific1,2425.0161708661717,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p1_060,3,R,f,,,,,,,L,L,L,R,R,R,R,R,R,X1,L1,R1,R1,1,1,prolific1,2468.8777777777777,3,6,0,0.3333333333333333,0.6666666666666666,0.0,0
p1_060,2,C,a,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific1,2477.903201705702,0,9,0,0.0,1.0,0.0,0
p1_060,2,L,b,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific1,2513.9808465608467,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1
p1_060,3,L,m,L,L,L,X,X,X,L,L,R,,,,,,,L1,L2,R1,R3,0,2,prolific1,2474.3388888888885,5,1,3,0.5555555555555556,0.1111111111111111,0.3333333333333333,1
p1_061,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific1,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p1_061,3,C,b,,,,R,R,R,R,L,R,R,R,L,,,,L2,L1,R1,R1,0,1,prolific1,2382.2429365079365,2,7,0,0.2222222222222222,0.7777777777777778,0.0,0
p1_061,2,R,a,,,,,,,L,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific1,2535.466556961557,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p1_061,3,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,3,prolific1,2558.988888888889,0,9,0,0.0,1.0,0.0,0
p1_062,2,R,m,,,,,,,X,X,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific1,2534.517259037259,0,7,2,0.0,0.7777777777777778,0.2222222222222222,1
p1_062,3,C,f,,,,L,R,R,R,R,R,R,R,R,,,,L3,L1,R1,R1,0,4,prolific1,2476.112222222222,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p1_062,2,C,b,,,,L,L,L,L,X,X,X,X,X,,,,L,L,R,R,0,3,prolific1,2481.7759451659454,4,0,5,0.4444444444444444,0.0,0.5555555555555556,1
p1_062,3,L,a,L,L,L,L,L,L,L,L,L,,,,,,,X1,L1,R2,R1,1,1,prolific1,2507.955555555556,9,0,0,1.0,0.0,0.0,0
p1_063,3,R,a,,,,,,,X,X,X,X,R,R,R,R,R,L1,L1,R1,R1,0,3,prolific1,2529.3888888888887,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p1_063,2,R,f,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,4,prolific1,2510.0529365079365,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p1_063,3,L,b,L,L,L,L,X,X,X,X,X,,,,,,,L1,L1,R1,R1,0,2,prolific1,2524.755555555556,4,0,5,0.4444444444444444,0.0,0.5555555555555556,1
p1_063,2,C,m,,,,L,L,L,L,L,L,X,X,X,,,,L,L,R,R,0,1,prolific1,2473.6606661856663,6,0,3,0.6666666666666666,0.0,0.3333333333333333,1
p1_064,2,C,b,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,0,2,prolific1,2478.8433140933143,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p1_064,3,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L1,L1,R2,R2,0,3,prolific1,2470.9479365079364,9,0,0,1.0,0.0,0.0,0
p1_064,2,R,m,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,X,1,4,prolific1,2466.4157142857143,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p1_064,3,L,a,L,L,L,L,L,L,L,R,L,,,,,,,X1,L1,R1,R1,1,1,prolific1,2476.3271428571425,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p1_065,3,C,m,,,,R,R,R,R,R,R,R,R,R,,,,L1,L1,R2,R1,0,3,prolific1,2491.333333333333,0,9,0,0.0,1.0,0.0,0
p1_065,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,2,prolific1,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p1_065,3,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,4,prolific1,2558.988888888889,0,9,0,0.0,1.0,0.0,0
p1_065,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,0,1,prolific1,2477.9032017057016,9,0,0,1.0,0.0,0.0,0
p1_066,3,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L3,L3,R1,R1,0,1,prolific1,2518.433333333333,2,7,0,0.2222222222222222,0.7777777777777778,0.0,0
p1_066,2,L,b,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,4,prolific1,2513.9808465608467,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1
p1_066,2,C,a,,,,R,R,R,R,R,R,R,R,R,,,,L,L,X,X,2,3,prolific1,2395.778929033929,0,9,0,0.0,1.0,0.0,0
p1_066,3,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R3,R3,0,2,prolific1,2547.0444444444447,9,0,0,1.0,0.0,0.0,0
p1_067,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L2,R1,R1,0,4,prolific1,2547.0666666666666,9,0,0,1.0,0.0,0.0,0
p1_067,2,R,b,,,,,,,X,X,X,X,R,R,R,R,R,L,L,R,R,0,3,prolific1,2524.84303992304,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p1_067,2,L,m,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,1,prolific1,2506.088888888889,0,0,9,0.0,0.0,1.0,1
p1_067,3,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L1,L1,R2,R1,0,2,prolific1,2489.2500000000005,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p1_068,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific1,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p1_068,3,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L1,L2,R1,R1,0,4,prolific1,2557.5333333333338,0,9,0,0.0,1.0,0.0,0
p1_068,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,1,prolific1,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p1_068,3,C,b,,,,L,L,L,L,L,L,L,L,R,,,,L1,L1,R1,R1,0,3,prolific1,2482.226825396825,8,1,0,0.8888888888888888,0.1111111111111111,0.0,0
p1_069,3,R,a,,,,,,,X,X,X,R,R,R,R,R,R,L1,L1,R1,R1,0,4,prolific1,2527.419206349207,0,6,3,0.0,0.6666666666666666,0.3333333333333333,1
p1_069,2,R,f,,,,,,,X,X,X,X,X,R,R,R,R,L,L,R,R,0,3,prolific1,2521.222972582973,0,4,5,0.0,0.4444444444444444,0.5555555555555556,1
p1_069,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,1,prolific1,2506.0888888888894,0,0,9,0.0,0.0,1.0,1
p1_069,3,L,b,L,X,L,X,X,X,X,X,X,,,,,,,L1,L2,R1,R1,0,2,prolific1,2505.727777777778,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1
p1_071,2,C,a,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,3,prolific1,2499.0529365079365,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p1_071,3,L,m,X,X,X,X,X,X,X,X,X,,,,,,,L1,L1,R1,R3,0,4,prolific1,2506.9111111111115,0,0,9,0.0,0.0,1.0,1
p1_071,2,L,b,L,R,R,R,R,R,R,X,X,,,,,,,L,L,R,R,0,1,prolific1,2375.4516304066306,1,6,2,0.1111111111111111,0.6666666666666666,0.2222222222222222,1
p1_071,3,R,f,,,,,,,X,X,X,X,X,X,X,R,R,L1,L1,R1,R1,0,2,prolific1,2517.3,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p1_072,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific1,2553.2817065342065,9,0,0,1.0,0.0,0.0,0
p1_072,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific1,2553.2817065342065,0,9,0,0.0,1.0,0.0,0
p1_072,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L2,L2,R1,R1,0,2,prolific1,2537.442648832649,9,0,0,1.0,0.0,0.0,0
p1_072,3,C,a,,,,L,L,L,L,L,L,X,X,X,,,,L1,L1,R1,R1,0,1,prolific1,2477.789603174603,6,0,3,0.6666666666666666,0.0,0.3333333333333333,1
p1_074,3,C,m,,,,X,R,R,R,X,R,R,R,R,,,,L3,L1,R1,R1,0,3,prolific1,2465.4744444444445,0,7,2,0.0,0.7777777777777778,0.2222222222222222,1
p1_074,2,C,f,,,,X,X,X,X,X,X,R,X,R,,,,L,L,R,X,1,4,prolific1,2427.2679365079366,0,2,7,0.0,0.2222222222222222,0.7777777777777778,1
p1_074,2,L,a,X,X,X,X,X,X,X,X,R,,,,,,,L,L,R,R,0,2,prolific1,2488.0529365079365,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p1_074,3,R,b,,,,,,,R,R,R,R,R,L,L,L,X,L3,L3,R3,L3,1,1,prolific1,2254.431111111111,3,5,1,0.3333333333333333,0.5555555555555556,0.1111111111111111,1
p1_075,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific1,2477.903201705702,0,9,0,0.0,1.0,0.0,0
p1_075,2,R,m,,,,,,,L,L,L,X,X,X,X,R,R,L,L,R,R,0,1,prolific1,2467.691560846561,3,2,4,0.3333333333333333,0.2222222222222222,0.4444444444444444,1
p1_075,3,L,a,L,L,L,L,R,R,R,R,R,,,,,,,L1,L1,R1,X1,1,2,prolific1,2438.488888888889,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p1_075,3,C,f,,,,X,X,X,X,X,X,X,X,X,,,,L1,L1,R2,R1,0,3,prolific1,2506.633333333333,0,0,9,0.0,0.0,1.0,1
p1_076,2,L,m,L,L,X,X,X,X,X,X,R,,,,,,,L,X,R,R,1,4,prolific1,2454.3838888888886,2,1,6,0.2222222222222222,0.1111111111111111,0.6666666666666666,1
p1_076,3,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,L3,R1,1,3,prolific1,2462.3222222222225,9,0,0,1.0,0.0,0.0,0
p1_076,2,R,b,,,,,,,X,X,X,X,X,X,R,R,R,L,L,R,R,0,1,prolific1,2517.6903968253973,0,3,6,0.0,0.3333333333333333,0.6666666666666666,1
p1_076,3,C,a,,,,X,X,X,X,X,X,X,X,X,,,,L1,L1,R1,R1,0,2,prolific1,2508.0888888888894,0,0,9,0.0,0.0,1.0,1
p1_077,3,L,m,X,X,X,X,X,X,X,L,L,,,,,,,R3,L1,R1,R1,1,1,prolific1,2364.8500000000004,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1
p1_077,2,C,a,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,X,1,4,prolific1,2444.068757261257,9,0,0,1.0,0.0,0.0,0
p1_077,2,L,b,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific1,2510.0529365079365,1,0,8,0.1111111111111111,0.0,0.8888888888888888,1
p1_077,3,R,f,,,,,,,X,X,X,X,X,X,R,X,X,L1,L1,R3,R3,0,2,prolific1,2493.5604761904765,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p1_078,3,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L2,L1,R1,R1,0,4,prolific1,2491.3944444444446,0,9,0,0.0,1.0,0.0,0
p1_078,2,R,a,,,,,,,X,X,X,X,X,X,R,R,R,L,L,R,R,0,3,prolific1,2517.6903968253973,0,3,6,0.0,0.3333333333333333,0.6666666666666666,1
p1_078,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,X,X,R,R,2,2,prolific1,2468.94878972879,9,0,0,1.0,0.0,0.0,0
p1_078,3,R,m,,,,,,,L,R,R,R,R,R,R,R,R,L3,L1,R1,R1,0,1,prolific1,2531.583333333333,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p1_079,2,R,m,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,2,prolific1,2506.0888888888885,0,0,9,0.0,0.0,1.0,1
p1_079,3,C,f,,,,L,L,L,L,L,L,L,R,R,,,,L1,L1,R1,R3,0,4,prolific1,2479.3590476190475,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p1_079,3,L,a,L,L,L,L,R,R,R,R,R,,,,,,,L1,L1,R1,R1,0,3,prolific1,2486.266666666667,4,5,0,0.4444444444444444,0.5555555555555556,0.0,0
p1_079,2,C,b,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,0,1,prolific1,2478.8433140933143,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p1_080,3,R,a,,,,,,,L,L,L,L,L,L,R,R,R,L1,L2,R1,R3,0,4,prolific1,2463.888888888889,6,3,0,0.6666666666666666,0.3333333333333333,0.0,0
p1_080,2,R,f,,,,,,,L,X,X,X,X,X,R,X,R,L,L,R,R,0,1,prolific1,2488.678227513228,1,2,6,0.1111111111111111,0.2222222222222222,0.6666666666666666,1
p1_080,3,L,b,L,L,L,R,L,L,L,L,R,,,,,,,L1,L1,R1,R1,0,3,prolific1,2488.2111111111108,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p1_080,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,2,prolific1,2506.0888888888894,0,0,9,0.0,0.0,1.0,1
p1_082,2,C,a,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,0,4,prolific1,2477.9032017057016,9,0,0,1.0,0.0,0.0,0
p1_082,3,L,m,L,L,R,L,R,R,R,R,R,,,,,,,L1,L1,R1,R1,0,1,prolific1,2445.9236507936507,3,6,0,0.3333333333333333,0.6666666666666666,0.0,0
p1_082,3,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L1,L1,R1,R1,0,2,prolific1,2553.353333333333,0,9,0,0.0,1.0,0.0,0
p1_082,2,L,b,L,L,L,L,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific1,2521.222972582973,4,0,5,0.4444444444444444,0.0,0.5555555555555556,1
p1_083,2,R,a,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,4,prolific1,2506.0888888888885,0,0,9,0.0,0.0,1.0,1
p1_083,3,C,b,,,,L,X,X,X,X,X,X,X,X,,,,L1,L1,R2,R1,0,1,prolific1,2499.9722222222226,1,0,8,0.1111111111111111,0.0,0.8888888888888888,1
p1_083,3,R,m,,,,,,,X,X,X,X,X,X,X,X,R,L1,L1,R1,R1,0,3,prolific1,2512.677777777778,0,1,8,0.0,0.1111111111111111,0.8888888888888888,1
p1_083,2,L,f,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,prolific1,2513.9808465608467,2,0,7,0.2222222222222222,0.0,0.7777777777777778,1
p1_084,3,C,a,,,,L,L,L,L,L,L,X,X,X,,,,X1,L1,R1,R1,1,1,prolific1,2404.52,6,0,3,0.6666666666666666,0.0,0.3333333333333333,1
p1_084,2,L,m,L,L,L,L,L,R,R,R,R,,,,,,,L,L,R,R,0,4,prolific1,2487.083068783069,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p1_084,2,R,b,,,,,,,R,L,R,R,R,R,R,R,R,L,L,R,R,0,3,prolific1,2524.483223628224,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0
p1_084,3,L,f,L,L,L,L,L,R,R,R,R,,,,,,,L1,L1,R1,R1,0,2,prolific1,2500.111111111111,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p1_085,2,R,m,,,,,,,R,L,L,R,L,R,R,L,L,L,L,L,R,1,2,prolific1,2293.999162689163,5,4,0,0.5555555555555556,0.4444444444444444,0.0,0
p1_085,3,C,f,,,,L,L,L,L,L,L,L,R,R,,,,L1,L1,R1,R1,0,4,prolific1,2482.8034920634923,7,2,0,0.7777777777777778,0.2222222222222222,0.0,0
p1_085,3,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L1,L1,R2,R2,0,3,prolific1,2556.3222222222225,9,0,0,1.0,0.0,0.0,0
p1_085,2,C,b,,,,R,R,R,R,R,X,X,X,X,,,,L,L,R,R,0,1,prolific1,2389.5738816738817,0,5,4,0.0,0.5555555555555556,0.4444444444444444,1
p1_086,2,L,a,X,X,R,X,R,L,L,L,R,,,,,,,X,L,L,X,3,1,prolific1,2193.941931216931,3,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
p1_086,2,C,f,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,2,prolific1,2477.903201705702,0,9,0,0.0,1.0,0.0,0
