P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,ERRORS,STIMULI,POOL,SCORE
p2_023,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,X1,L1,X1,R1,2,4,prolific2,2461.5444444444447
p2_023,3,C,b,,,,R3,R3,R3,R3,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,2,prolific2,2476.6820634920637
p2_023,2,R,a,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,1,prolific2,2506.0888888888885
p2_024,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2477.2607294557292
p2_024,3,C,f,,,,L2,L2,L2,L2,L2,L2,R2,R2,R2,,,,L1,L1,R2,R1,0,3,prolific2,2478.785158730159
p2_024,2,R,m,,,,,,,L,L,L,X,R,X,R,R,R,L,L,R,R,0,1,prolific2,2475.9059090909086
p2_024,3,L,a,L2,L3,X1,X1,X1,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,0,2,prolific2,2466.2444444444445
p2_025,3,C,m,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,2,prolific2,2508.0888888888894
p2_025,3,R,b,,,,,,,R3,R2,R3,R3,R2,R2,R2,R2,R2,L3,L1,R1,X1,1,4,prolific2,2501.1833333333334
p2_025,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_025,2,C,f,,,,L,L,L,L,L,L,L,X,X,,,,L,L,R,R,0,1,prolific2,2471.973513893514
p2_026,3,C,a,,,,L3,L3,L3,L3,L3,X1,X1,X1,R3,,,,L1,L1,R1,R1,0,1,prolific2,2483.5777777777785
p2_026,2,L,m,L,L,L,L,L,R,R,R,R,,,,,,,L,L,R,R,0,2,prolific2,2487.083068783069
p2_026,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_026,3,L,f,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,3,prolific2,2562.088888888889
p2_027,2,C,m,,,,X,X,X,X,L,L,R,L,L,,,,L,X,R,R,1,2,prolific2,2345.042433862434
p2_027,2,R,f,,,,,,,X,X,X,X,X,X,X,X,X,L,L,R,R,0,3,prolific2,2506.0888888888885
p2_027,3,R,a,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,R1,0,4,prolific2,2562.811111111111
p2_027,3,L,b,L3,L3,L3,L3,L3,L2,L3,R2,R2,,,,,,,L1,L1,R1,R1,0,1,prolific2,2517.972222222222
p2_028,3,L,m,L2,X1,X1,X1,L2,X1,X1,R3,R3,,,,,,,L3,L1,R1,R1,0,1,prolific2,2464.9833333333336
p2_028,2,C,a,,,,X,X,X,R,X,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2469.3729244829246
p2_028,3,R,f,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L3,L3,R1,X1,1,4,prolific2,2511.4222222222224
p2_028,2,L,b,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2506.088888888889
p2_029,2,R,f,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,3,prolific2,2510.0529365079365
p2_029,3,L,b,L2,X1,X1,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,L3,1,4,prolific2,2404.7
p2_029,2,C,m,,,,L,X,X,X,X,X,X,R,X,,,,L,L,R,R,0,1,prolific2,2484.3503174603175
p2_029,3,R,a,,,,,,,L2,L2,L2,R2,L2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2480.202222222222
p2_030,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R2,0,3,prolific2,2543.4555555555557
p2_030,2,R,a,,,,,,,L,L,L,L,X,R,R,R,R,L,L,R,R,0,1,prolific2,2474.8852236652237
p2_030,2,L,f,L,L,L,L,R,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2497.8436106486106
p2_030,3,C,b,,,,X1,X1,X1,X1,R2,R2,R2,R2,R2,,,,L2,L2,R2,R1,0,2,prolific2,2470.6261904761905
p2_031,3,C,m,,,,X1,X1,X1,X1,R3,X1,X1,X1,L3,,,,L1,L1,R1,R3,0,4,prolific2,2431.2744444444447
p2_031,2,L,a,L,L,L,L,L,L,L,X,X,,,,,,,L,L,R,R,0,1,prolific2,2534.517259037259
p2_031,3,R,b,,,,,,,X1,X1,X1,X1,R2,R2,R2,R2,R2,L1,L2,R1,R3,0,2,prolific2,2522.844444444445
p2_031,2,C,f,,,,L,L,L,L,L,L,L,L,L,,,,L,L,R,R,0,3,prolific2,2477.9032017057016
p2_032,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2477.903201705702
p2_032,2,R,m,,,,,,,L,L,X,X,X,X,X,R,R,L,L,R,R,0,1,prolific2,2481.185661375661
p2_032,3,C,f,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,2,prolific2,2508.0888888888894
p2_032,3,L,a,L2,L3,L3,L3,L3,R3,R3,R3,R3,,,,,,,L1,L1,R1,R1,0,3,prolific2,2499.3555555555554
p2_033,3,L,f,L1,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R2,R1,0,2,prolific2,2548.110052910053
p2_033,3,C,a,,,,R3,R3,R3,R3,L3,L3,X1,X1,X1,,,,L1,L1,R1,R1,0,1,prolific2,2367.3500000000004
p2_033,2,R,b,,,,,,,X,X,X,X,R,R,R,R,R,L,L,R,R,0,3,prolific2,2524.84303992304
p2_033,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_034,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_034,3,C,b,,,,X1,X1,X1,X1,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,2,prolific2,2480.9487301587305
p2_034,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_034,3,R,m,,,,,,,R3,X1,X1,X1,X1,X1,X1,X1,R2,L3,L1,R1,R1,0,1,prolific2,2480.5111111111114
p2_035,2,R,m,,,,,,,X,R,R,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2542.213620453621
p2_035,3,L,a,L2,L2,L2,L2,L2,L2,L2,L3,L3,,,,,,,X1,L1,R1,R1,1,1,prolific2,2505.7444444444445
p2_035,2,C,b,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,X,1,4,prolific2,2431.91517982018
p2_035,3,C,f,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L2,L2,R2,R2,0,2,prolific2,2502.7555555555555
p2_036,3,C,a,,,,R1,R1,R2,R1,R2,L1,L2,L2,L2,,,,X1,L1,R2,R2,1,1,prolific2,2245.237777777778
p2_036,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_036,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,L,L,2,2,prolific2,2379.1799008399007
p2_036,3,L,f,L2,L2,L2,L2,L2,L2,L2,X1,X1,,,,,,,L1,L2,R1,R1,0,4,prolific2,2531.5222222222224
p2_037,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_037,2,C,f,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,prolific2,2492.815052910053
p2_037,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,4,prolific2,2558.988888888889
p2_037,3,C,m,,,,L2,L2,L2,L2,L3,L3,X1,X1,R3,,,,L1,L1,R1,R1,0,1,prolific2,2472.9844444444443
p2_038,2,L,b,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,0,3,prolific2,2519.055407185407
p2_038,3,R,f,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L2,L2,R1,X1,1,4,prolific2,2510.833333333334
p2_038,3,L,m,L2,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,X1,L1,R2,R1,1,1,prolific2,2512.0444444444447
p2_038,2,C,a,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,prolific2,2492.815052910053
p2_039,2,R,b,,,,,,,L,L,L,L,L,R,R,R,R,L,L,R,R,0,2,prolific2,2470.6035594035598
p2_039,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_039,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R1,0,3,prolific2,2558.988888888889
p2_039,3,C,a,,,,L2,L2,L2,L2,R2,R2,R2,R2,R2,,,,R1,L1,R1,R1,1,1,prolific2,2371.5731746031747
p2_040,3,R,f,,,,,,,R3,R3,R3,R3,R3,R2,R2,R2,R2,L1,L2,R1,L3,1,4,prolific2,2465.0000000000005
p2_040,2,L,b,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,1,prolific2,2506.088888888889
p2_040,2,C,a,,,,X,X,X,X,X,X,X,R,R,,,,L,L,R,R,0,2,prolific2,2492.815052910053
p2_040,3,L,m,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,3,prolific2,2562.6833333333334
p2_041,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R3,,,,L1,L1,R1,R1,0,1,prolific2,2497.738888888889
p2_041,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_041,3,R,m,,,,,,,L2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2541.6000000000004
p2_041,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_042,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_042,2,C,b,,,,L,L,L,L,L,L,L,X,R,,,,L,L,R,R,0,1,prolific2,2473.143117068117
p2_042,3,C,f,,,,X1,X1,R3,R3,R3,R3,R2,R2,R2,,,,L1,L1,R1,R1,0,2,prolific2,2474.38
p2_042,3,L,a,L2,L2,L2,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R1,0,3,prolific2,2521.722222222222
p2_043,3,L,a,L2,R3,R3,R3,R3,R3,R3,R3,R3,,,,,,,L3,L1,R1,X1,1,4,prolific2,2392.088888888889
p2_043,2,C,b,,,,X,X,X,X,R,R,R,R,R,,,,L,L,R,R,0,2,prolific2,2477.1562578162584
p2_043,3,C,f,,,,L3,L3,L3,L3,L3,L3,R3,R3,R3,,,,X1,L1,R2,R1,1,1,prolific2,2442.6722222222224
p2_043,2,R,m,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,3,prolific2,2510.0529365079365
p2_044,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065
p2_044,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,R3,0,4,prolific2,2557.8111111111116
p2_044,3,C,a,,,,X1,X1,X1,R3,X1,R3,R3,R3,R3,,,,L3,L1,R1,R1,0,3,prolific2,2476.8944444444446
p2_044,2,L,m,L,L,L,L,L,L,L,X,X,,,,,,,L,L,R,R,0,1,prolific2,2534.517259037259
p2_045,3,C,f,,,,L2,X1,X1,X1,R3,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,2,prolific2,2475.395555555556
p2_045,2,C,b,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,prolific2,2506.0888888888894
p2_045,3,L,a,L2,L2,L2,L2,L2,L2,L2,R2,R2,,,,,,,L1,X1,R1,R1,1,1,prolific2,2476.3444444444444
p2_045,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,X,1,4,prolific2,2506.9316022866024
p2_046,2,C,a,,,,R,R,R,R,R,R,R,R,R,,,,L,L,X,X,2,4,prolific2,2395.778929033929
p2_046,3,L,m,R2,L1,R1,L2,L2,R2,L1,L2,L3,,,,,,,L1,R2,R1,R1,1,1,prolific2,2274.7122222222224
p2_046,3,R,f,,,,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,L1,L2,R2,R2,0,2,prolific2,2503.966666666667
p2_046,2,L,b,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2506.088888888889
p2_047,2,R,a,,,,,,,R,L,R,R,R,R,R,R,X,L,L,X,X,2,1,prolific2,2410.6903799903803
p2_047,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_047,3,C,b,,,,L2,L2,L2,R2,R2,R2,R2,R2,R2,,,,L1,L1,R1,R1,0,3,prolific2,2483.569603174603
p2_047,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2558.988888888889
p2_048,2,C,f,,,,L,L,L,L,L,X,X,X,X,,,,L,L,R,R,0,1,prolific2,2477.1562578162584
p2_048,3,C,m,,,,L2,L2,L2,L2,L2,L2,L2,R2,R2,,,,L1,L1,R1,R1,0,2,prolific2,2482.8034920634923
p2_048,2,L,a,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2510.0529365079365
p2_048,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L2,L2,R1,X1,1,4,prolific2,2506.7444444444445
p2_049,3,C,b,,,,L3,L3,L3,L3,R2,L3,R2,R2,R2,,,,L1,L1,R1,R1,0,1,prolific2,2477.056666666667
p2_049,2,L,f,L,L,L,L,L,X,L,X,X,,,,,,,L,L,R,R,0,3,prolific2,2521.621182891183
p2_049,3,R,m,,,,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,L1,L1,R1,X1,1,2,prolific2,2513.5
p2_049,2,R,a,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,4,prolific2,2513.9808465608467
p2_050,2,L,m,L,L,X,X,X,X,X,R,R,,,,,,,L,L,R,R,0,2,prolific2,2481.1856613756618
p2_050,3,L,f,L2,L2,L2,L2,L3,L3,L3,R3,R3,,,,,,,L1,X1,R1,R1,1,1,prolific2,2477.227777777778
p2_050,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,X,X,2,3,prolific2,2468.94878972879
p2_050,3,C,a,,,,R3,L3,L2,L3,L3,X1,X1,X1,R2,,,,L1,L1,R1,R1,0,4,prolific2,2426.594444444445
p2_051,3,L,a,L2,L2,X1,X1,X1,X1,R2,R2,R2,,,,,,,L1,L1,R1,R1,0,2,prolific2,2471.115555555556
p2_051,2,C,b,,,,L,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,4,prolific2,2499.0529365079365
p2_051,2,R,m,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,3,prolific2,2510.0529365079365
p2_051,3,C,f,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,1,prolific2,2508.0888888888894
p2_052,3,L,b,R2,R2,R2,R2,R2,R1,R2,R2,L2,,,,,,,L1,L1,R1,R1,0,4,prolific2,2334.456084656085
p2_052,2,R,f,,,,,,,L,L,X,X,X,X,X,X,R,L,L,R,R,0,1,prolific2,2476.179973544973
p2_052,2,C,m,,,,X,X,X,X,X,R,X,X,R,,,,L,L,R,R,0,3,prolific2,2477.335052910053
p2_052,3,R,a,,,,,,,X1,X1,X1,R2,X1,R2,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2521.9444444444443
p2_053,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_053,3,C,m,,,,L2,L2,L2,X1,X1,L2,X1,X1,X1,,,,L1,L2,R2,R1,0,1,prolific2,2461.9063492063497
p2_053,3,R,b,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,3,prolific2,2558.988888888889
p2_053,2,C,f,,,,L,X,X,X,X,X,R,R,R,,,,L,L,R,R,0,2,prolific2,2481.292380952381
p2_054,2,R,a,,,,,,,L,L,L,X,X,X,X,R,R,L,L,R,R,0,1,prolific2,2467.691560846561
p2_054,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,X,1,4,prolific2,2516.2972620897617
p2_054,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,,,,L3,L1,R1,R1,0,3,prolific2,2491.9833333333336
p2_054,3,R,m,,,,,,,R3,R3,R3,R3,R2,R3,R2,R2,R2,L1,L2,R1,R1,0,2,prolific2,2554.7777777777783
p2_055,2,C,a,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,4,prolific2,2506.0888888888894
p2_055,3,L,m,L3,L3,L3,L3,L3,L3,L3,X1,X1,,,,,,,L1,L1,R2,R1,0,1,prolific2,2540.272222222223
p2_055,3,R,f,,,,,,,X1,X1,X1,X1,X1,X1,X1,R2,R2,L1,L1,R1,R1,0,2,prolific2,2517.3
p2_055,2,L,b,L,L,L,L,X,X,X,X,X,,,,,,,L,L,R,R,0,3,prolific2,2521.222972582973
p2_056,3,R,a,,,,,,,X1,X1,X1,R3,R3,R3,R2,R2,R2,L1,L1,R1,R1,0,2,prolific2,2532.9555555555557
p2_056,3,L,b,L2,L2,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,1,prolific2,2562.6833333333334
p2_056,2,C,m,,,,L,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,3,prolific2,2499.0529365079365
p2_056,2,R,f,,,,,,,X,X,X,X,X,X,X,R,R,L,L,R,R,0,4,prolific2,2513.9808465608467
p2_057,3,C,f,,,,L3,L3,L3,L3,L3,R3,R3,R3,R3,,,,L1,L1,X1,X1,2,2,prolific2,2415.8611111111113
p2_057,2,C,b,,,,L,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,3,prolific2,2477.2607294557292
p2_057,3,L,a,L2,L2,L2,L2,L2,L2,L2,R3,R3,,,,,,,L3,L1,R1,R1,0,1,prolific2,2519.3611111111113
p2_057,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_058,2,L,b,L,L,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,prolific2,2513.9808465608467
p2_058,3,L,m,X1,X1,X1,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R2,R1,0,3,prolific2,2506.6333333333337
p2_058,2,C,a,,,,L,L,L,X,X,X,X,X,X,,,,L,L,R,R,0,4,prolific2,2487.067222222222
p2_058,3,R,f,,,,,,,X1,X1,X1,X1,X1,X1,X1,X1,X1,L3,L3,R2,R1,0,1,prolific2,2504.5555555555557
p2_059,2,R,m,,,,,,,X,X,X,X,X,X,X,X,R,L,L,R,R,0,3,prolific2,2510.0529365079365
p2_059,3,C,f,,,,L2,L2,L2,L2,L2,L2,L2,L2,R2,,,,L1,L1,R1,R1,0,1,prolific2,2482.2268253968255
p2_059,3,L,a,L2,L2,L2,L2,L2,L2,L2,R2,L2,,,,,,,L1,L1,R1,R1,0,4,prolific2,2529.8666666666663
p2_059,2,C,b,,,,X,X,X,X,R,X,X,R,R,,,,L,L,R,R,0,2,prolific2,2471.748333333334
p2_060,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L1,L2,R1,X1,1,4,prolific2,2507.955555555556
p2_060,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,X,L,R,R,1,3,prolific2,2506.9316022866024
p2_060,3,C,b,,,,L2,L2,L2,L2,X1,X1,X1,X1,X1,,,,L1,L1,R2,R2,0,1,prolific2,2482.54
p2_060,2,R,a,,,,,,,X,X,X,X,X,R,X,R,R,L,L,R,R,0,2,prolific2,2509.47373015873
p2_061,3,C,a,,,,L3,L3,L3,L3,L3,L3,R3,R3,R3,,,,L1,L1,R1,R1,0,2,prolific2,2492.905555555556
p2_061,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_061,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_061,3,L,f,L3,L3,L3,L3,L3,L3,L3,L3,R3,,,,,,,L1,L1,R1,R1,0,1,prolific2,2544.8999999999996
p2_062,3,R,f,,,,,,,R2,R2,R2,R2,R1,R2,R2,R2,R2,L1,R1,R1,R1,1,3,prolific2,2427.6336507936508
p2_062,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,R,L,R,R,1,1,prolific2,2458.051205461205
p2_062,2,C,a,,,,L,L,L,L,L,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2478.8433140933143
p2_062,3,L,m,L2,L2,L2,L2,L2,L2,L2,R2,R2,,,,,,,L1,L1,R1,R1,0,2,prolific2,2525.177777777778
p2_063,2,C,m,,,,X,X,L,X,X,X,X,R,R,,,,L,L,R,R,0,2,prolific2,2472.5935449735452
p2_063,2,R,f,,,,,,,X,X,X,X,X,R,R,R,R,L,L,R,R,0,4,prolific2,2521.222972582973
p2_063,3,R,a,,,,,,,X1,X1,X1,X1,X1,X1,X1,R2,R2,L3,L1,R1,R1,0,1,prolific2,2516.1222222222223
p2_063,3,L,b,L2,L2,X1,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R2,R1,0,3,prolific2,2515.844444444445
p2_064,3,L,a,L2,L2,R2,R2,R2,R2,R2,R2,R2,,,,,,,L2,L1,R1,R1,0,2,prolific2,2436.5625396825403
p2_064,2,R,m,,,,,,,X,X,X,X,R,X,X,X,R,L,L,R,R,0,3,prolific2,2492.3052910052907
p2_064,3,C,f,,,,L2,L2,L2,L2,L2,R2,R2,R2,R2,,,,L1,L1,R1,X1,1,4,prolific2,2440.405396825397
p2_064,2,C,b,,,,L,L,L,L,X,X,X,X,X,,,,L,L,R,R,0,1,prolific2,2481.7759451659454
p2_065,3,C,m,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L1,L2,R1,R1,0,4,prolific2,2481.0856132756135
p2_065,2,L,a,L,L,L,L,L,L,L,R,R,,,,,,,L,L,R,R,0,3,prolific2,2519.055407185407
p2_065,2,C,f,,,,X,X,X,X,X,X,R,R,R,,,,L,L,R,R,0,2,prolific2,2487.067222222222
p2_065,3,R,b,,,,,,,L2,L2,L2,L2,R2,R2,R2,R2,R2,L1,L1,R1,R1,0,1,prolific2,2492.5355555555557
p2_066,3,L,f,L2,L2,L2,L2,L2,L2,L2,L2,L2,,,,,,,L1,L1,R1,X1,1,4,prolific2,2521.711111111111
p2_066,3,C,a,,,,L2,L2,X1,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,1,prolific2,2495.5333333333333
p2_066,2,L,m,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,3,prolific2,2553.2817065342065
p2_066,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,2,prolific2,2553.2817065342065
p2_067,2,C,a,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,0,2,prolific2,2506.0888888888894
p2_067,2,L,b,L,L,L,L,L,L,L,L,L,,,,,,,X,L,R,R,1,1,prolific2,2506.9316022866024
p2_067,3,L,m,L2,L2,L2,L2,L2,L2,R3,R3,L2,,,,,,,L1,L1,R1,R1,0,3,prolific2,2505.9722222222226
p2_067,3,R,f,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L3,L1,R1,R1,0,4,prolific2,2557.8111111111116
p2_068,3,R,m,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R1,L1,L1,R1,R1,0,3,prolific2,2549.5656084656084
p2_068,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,0,2,prolific2,2553.2817065342065
p2_068,2,R,a,,,,,,,R,R,R,X,X,X,R,R,R,L,L,R,R,0,1,prolific2,2481.1091271691275
p2_068,3,C,b,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,,,,L2,L1,R1,R3,0,4,prolific2,2465.196724386725
p2_069,3,R,a,,,,,,,R2,R2,R2,R2,R2,R2,R2,R2,R2,L2,L2,R1,R1,0,3,prolific2,2556.3222222222225
p2_069,2,C,m,,,,R,R,R,R,R,R,R,R,R,,,,L,L,R,R,0,4,prolific2,2477.903201705702
p2_069,3,L,b,L2,R2,R2,R2,R2,R2,R2,R2,R2,,,,,,,L1,L1,R1,R1,0,2,prolific2,2422.8536507936515
p2_069,2,R,f,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,1,prolific2,2553.2817065342065
p2_070,2,C,b,,,,X,X,X,X,X,X,X,X,R,,,,L,L,R,R,0,3,prolific2,2499.0529365079365
p2_070,3,C,f,,,,L2,L3,L3,L3,R3,R3,R3,R3,R3,,,,L1,L1,R1,X1,1,4,prolific2,2444.061111111111
p2_070,3,L,a,L2,L2,L2,L3,L3,L3,R2,R2,R2,,,,,,,L1,L1,R2,R1,0,2,prolific2,2501.624444444445
p2_070,2,R,m,,,,,,,L,L,X,X,X,X,R,R,R,L,L,R,R,0,1,prolific2,2486.6063227513228
p2_071,2,L,a,R,R,L,L,L,R,L,R,L,,,,,,,L,L,R,R,0,1,prolific2,2373.7661087061088
p2_071,3,C,m,,,,R3,R3,R3,R3,L1,R3,R3,R3,R3,,,,L2,L2,R1,L3,1,4,prolific2,2358.0206349206346
p2_071,3,R,b,,,,,,,X1,R3,R3,R3,R1,R2,R1,R1,R2,L3,L1,R2,R1,0,3,prolific2,2513.961111111111
p2_071,2,C,f,,,,L,L,L,L,L,L,L,R,R,,,,X,X,R,R,2,2,prolific2,2397.215762385763
p2_072,2,L,m,L,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,2,prolific2,2510.0529365079365
p2_072,3,C,a,,,,L3,L3,L3,X1,X1,X1,X1,X1,X1,,,,L1,L1,R1,R1,0,1,prolific2,2492.1555555555556
p2_072,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,0,4,prolific2,2553.2817065342065
p2_072,3,L,f,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,,,,L1,L1,R1,R1,0,3,prolific2,2562.088888888889
p2_073,2,C,a,,,,X,X,X,X,X,X,R,R,R,,,,L,L,R,R,0,2,prolific2,2487.067222222222
p2_073,3,L,m,L3,L2,X1,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R1,R3,0,4,prolific2,2514.7944444444447
p2_073,2,L,b,X,X,X,X,X,X,X,X,X,,,,,,,L,L,R,R,0,1,prolific2,2506.088888888889
p2_073,3,R,f,,,,,,,X1,X1,X1,X1,X1,X1,X1,X1,R2,L3,L1,R1,R1,0,3,prolific2,2511.5
p2_074,2,C,b,,,,R,R,R,R,R,R,X,X,X,,,,R,L,L,X,3,1,prolific2,2204.8779894179897
p2_074,2,R,m,,,,,,,L,R,R,R,X,R,R,R,R,L,L,R,R,0,4,prolific2,2508.1412074962072
p2_074,3,C,f,,,,L3,L3,L3,L3,L3,L3,L3,L3,L3,,,,L1,L1,R2,R2,0,3,prolific2,2495.072222222222
p2_074,3,L,a,L1,L2,L1,L1,L2,L2,L2,L2,L2,,,,,,,L1,L1,R2,R2,0,2,prolific2,2524.7824603174604
